epoch,train_loss,accuracy,f1_macro,eval_eval_loss,eval_accuracy,eval_f1_macro,eval_precision_macro,eval_recall_macro
1,0.4609465049780332,0.8083738461538461,0.7577905230616705,0.40935728979259445,0.8284,0.7849048673316626,0.7889588121941719,0.7823500000000001
2,0.3737178176028912,0.8466138461538462,0.8064809377251868,0.3974705183984603,0.84092,0.8019506321871059,0.8045808502014348,0.7999666666666666
3,0.2987304692512292,0.8813523076923077,0.8508360855714979,0.41342647040712094,0.84288,0.8037989008520267,0.8065775379720792,0.8017166666666666
